Name,Phone,Ratings,Reviews,Address Line 1,Postal Code,Img Src
Valuelifestyle,"
        +65 9222 1725
    ",nil,nil,"
            18 Boon Lay Way", 609966,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
WCT Systems Pte Ltd,"
        +65 6612 7681
    ",nil,nil,"
            5 Yishun Industrial", 768161,//s3-media3.fl.yelpassets.com/bphoto/dNuKJilXtM75j7xheqdi9g/90s.jpg
Chemifax,"
",nil,nil,"
            9010 Tampines St 93", 528844,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Brighton Maintenance & Cleaning,"
        +65 6515 1526
    ",nil,nil,"
            51 Bukit Batok Cres", 658077,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Cleancoat Services,"
        +65 6769 7451
    ",nil,nil,"
            51 Bukit Batok Cres", 658077,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Nin,"
        +65 9844 1641
    ",nil,nil,"
            03-24 Midview Building", 659578,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Branson Hygiene Asia,"
        +65 6294 1123
    ",nil,nil,"
            3018 Bedok North St 5", 486132,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Gemini Cleaning Contract Services Co.,"
        +65 6566 6001
    ",nil,nil,"
            61 Bukit Batok Cres", 658078,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Csp Maintenance,"
        +65 6515 1810
    ",nil,nil,"
            71 Bukit Batok Cres", 658071,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Weishen Industrial Services,"
        +65 6733 2055
    ",nil,nil,"
            21 Toh Guan Rd East", 608609,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
