Name,Phone,Ratings,Reviews,Address Line 1,Postal Code,Img Src
Evershine Services,"
        +65 6287 6622
    ",nil,nil,"
            362 Upper Paya Lebar Rd", 534963,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Oss Household Services,"
        +65 6744 0607
    ",nil,nil,"
            10 Kaki Bukit Rd 1", 416175,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Asiatic Refrigeration,"
        +65 6293 1958
    ",nil,nil,"
            Serangoon",,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Talk Clean,"
        +65 6445 8887
    ",nil,nil,"
            30 Siglap Dr", 456156,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Clare Environmental Services,"
        +65 6459 8266
    ",nil,nil,"
            19 Jasmine Rd", 576586,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Resource Creation,"
        +65 6846 4827
    ",nil,nil,"
            87 Jln Selamat", 418599,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Elko Technical,"
",nil,nil,"
            149 Hougang St 11", 530149,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Advance Aircondition Engineering & Electrical,"
        +65 6459 6955
    ",nil,nil,"
            4027 Ang Mo Kio Industrial Park 1", 569638,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Singplus Industries,"
        +65 6392 0311
    ",nil,nil,"
            37 Kaki Bukit View", 415967,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Double Mechanical,"
",nil,nil,"
            2 Kaki Bukit View", 415942,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
