Name,Phone,Ratings,Reviews,Address Line 1,Postal Code,Img Src
Bloomingdale International Consultants,"
        +65 6235 1500
    ",nil,nil,"
            400 Orchard Rd", 238875,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Clean N Wax Auto,"
        +65 6235 7002
    ",nil,nil,"
            400 Orchard Rd", 238875,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Shire Recruitment,"
        +65 6235 8190
    ",nil,nil,"
            19 Tanglin Rd", 247909,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Blissful Resources,"
        +65 6458 9339
    ",nil,nil,"
            29 Scotts Rd", 228224,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Nafi General Contractor & Transportation,"
        +65 6293 5732
    ",nil,nil,"
            616 Serangoon Rd", 218219,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Kiong Tay Cleaning Technologies,"
        +65 6299 5651
    ",nil,nil,"
            1 Claymore Dr", 229594,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Award Maid Agency,"
        +65 6284 0900
    ",nil,nil,"
            7A Balestier Rd", 329673,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Butcher Polish,"
        +65 6473 6066
    ",nil,nil,"
            2 Leng Kee Rd", 159086,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Prontokleen,"
        +65 6272 2155
    ",nil,nil,"
            4002 Depot Ln", 109756,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
In-Trade,"
        +65 6743 6638
    ",nil,nil,"
            149 Geylang Rd", 389233,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
