Name,Phone,Ratings,Reviews,Address Line 1,Postal Code,Img Src
Tai Sun Aircon Engineering,"
        +65 8126 6714
    ",1.0 star rating,"
            1 review
    ","
            ", 048583,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Grandma’s,"
",3.0 star rating,"
            3 reviews
    ","
            1 Tanglin Road  #01-13 Orchard Parade Hotel", 247905,//s3-media1.fl.yelpassets.com/bphoto/xyychKLgBT_zJrjSNZxsiQ/90s.jpg
Fresh Coat of Paint,"
        +65 9228 1405
    ",5.0 star rating,"
            1 review
    ","
            ",,//s3-media1.fl.yelpassets.com/bphoto/7FPbcurAU4kdtALi55j4OQ/90s.jpg
NTUC Fairprice Co-operative,"
        +65 6273 4325
    ",4.0 star rating,"
            1 review
    ","
            166 Bt Merah Central", 150166,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Laundry Queen,"
",1.0 star rating,"
            1 review
    ","
            Tanglin Mall", 247933,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Astons Express,"
        +65 6455 5626
    ",4.0 star rating,"
            1 review
    ","
            Blk 721, Ang Mo Kio Avenue 8", 560721,//s3-media2.fl.yelpassets.com/bphoto/I6KvH_5AgcvfCw5JZ3LfAA/90s.jpg
Ninja Soukutsu Cyber Gaming,"
",4.0 star rating,"
            1 review
    ","
            19 South Bridge Road", 058660,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Suki Ya,"
",3.0 star rating,"
            2 reviews
    ","
            6 Raffles Boulevard  #02-13F/G Marina Square", 039594,//s3-media2.fl.yelpassets.com/bphoto/BHN1hf5PNxABHXobA5QDwQ/90s.jpg
Yi Fong Sports Equipment Supplier,"
",4.0 star rating,"
            1 review
    ","
            02-23 Katong Plz", 429979,//s3-media1.fl.yelpassets.com/bphoto/YtUkkmP4Y0NJwFL50PjfcA/90s.jpg
Dining Gallery,"
",4.0 star rating,"
            1 review
    ","
            9 Raffles Boulevard", 039596,//s3-media1.fl.yelpassets.com/bphoto/DrdQ7LPlOWNMEiWdA07PCA/90s.jpg
