Name,Phone,Ratings,Reviews,Address Line 1,Postal Code,Img Src
Electrical Control Engineering,"
        +65 6250 9809
    ",nil,nil,"
            13 Lorong 8 Toa Payoh", 319261,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Poh Chuan Electrical,"
        +65 6254 4111
    ",nil,nil,"
            13 Lorong 8 Toa Payoh", 319261,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Expedite Air Conditioning & Electrical,"
        +65 6250 2658
    ",nil,nil,"
            13 Lorong 8 Toa Payoh", 319261,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Chong Electric Motors & Marine,"
        +65 6747 0639
    ",nil,nil,"
            1045 Eunos Ave 4", 409795,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Yong Chuan Electric,"
        +65 6440 9030
    ",nil,nil,"
            143 Joo Chiat Pl", 427872,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Fuji Electric Industries,"
        +65 6742 7700
    ",nil,nil,"
            Macpherson",,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Otto Air-con & Electrical,"
        +65 6547 4484
    ",nil,nil,"
            63 Ubi Ave 1", 408937,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Induction Electrical,"
        +65 6745 5810
    ",nil,nil,"
            1036 Eunos Ave 4", 409790,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Ali’s Electricals,"
        +65 6734 3169
    ",nil,nil,"
            842 Sims Ave", 400842,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Keat Ghee Electrical,"
        +65 6741 4050
    ",nil,nil,"
            844 Sims Ave", 400844,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
