Name,Phone,Ratings,Reviews,Address Line 1,Postal Code,Img Src
Au Swee Ling Electrical Service,"
        +65 6763 3630
    ",nil,nil,"
            3 Woodlands Rd", 677901,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Allserve Air-Con & Electrical Service,"
        +65 6583 8287
    ",nil,nil,"
            441 Pasir Ris Dr 6", 510441,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Hong Hui Electrical Engineering Works,"
        +65 6753 8641
    ",nil,nil,"
            411 Yishun Ring Rd", 760411,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Ah Huat Air-Con & Electrical,"
        +65 6545 8926
    ",nil,nil,"
            118 Loyang Cres", 508988,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Acmeca Electrical,"
        +65 6755 3933
    ",nil,nil,"
            Yishun", 768441,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Tong Huat Plumber & Electrical Service Co.,"
        +65 6792 3328
    ",nil,nil,"
            819 Jurong West St 81", 640819,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Wong Kok Wah Plumbing & Electric Contractor,"
        +65 6364 9512
    ",nil,nil,"
            763 Woodlands Ave 6", 730763,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Jin Soon Electrical & Air-condition,"
        +65 6759 7177
    ",nil,nil,"
            136 Marsiling Rd", 730136,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Caly Air-con & Electrical Engineering Co.,"
        +65 6756 1131
    ",nil,nil,"
            20 Woodlands Link", 738733,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Hydrotechs Mechanical & Electrically Service,"
        +65 6748 4779
    ",nil,nil,"
            67 Woodlands Industrial Park E2", 757480,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
