Name,Phone,Ratings,Reviews,Address Line 1,Postal Code,Img Src
General Electric,"
",nil,nil,"
            12 Corporate Woods Blvd, 3rd Floor, Albany, New York 12211",,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Taiyo Electric,"
",nil,nil,"
            1-16-8 Uchikanda",,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Zhejiang Zhongxin Electric Appliance,"
",nil,nil,"
            14-22, Chezhan Rd, Liushi", 325604,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Baldor Electric,"
        +65 6744 2572
    ",nil,nil,"
            5711 R.s. Boreham Jr St",,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
A-Electric,"
",nil,nil,"
            3100, Freedom",,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Pyro Electric Incorporated,"
",nil,nil,"
            Naper Blvd, Suite",,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Electrical Marine,"
",nil,nil,"
            20/9-10 Moo 2, Thepkrasattri Rd",,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Hubei PingAn Electric Material,"
",nil,nil,"
            86 Yincheng Rd",,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
United Ms Electrical Manufacturing,"
",nil,nil,"
            Lot 5, Batu 17 1/2, Jln Ipoh, Rawang Industrial Estate",,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Megaman Electrical & Lighting,"
        +65 6396 5576
    ",nil,nil,"
            01-32 Jln Besar Plz", 208511,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
