Name,Phone,Ratings,Reviews,Address Line 1,Postal Code,Img Src
Lcs Enterprise,"
        +65 6262 1600
    ",nil,nil,"
            57 Tuas Ave 1", 639504,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Multico System Engineers,"
        +65 6863 2863
    ",nil,nil,"
            11 Tuas View Cres", 637643,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Sb Co. & Services,"
        +65 6897 8796
    ",nil,nil,"
            9 Tuas Bay Walk", 637757,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Pinnacle at Duxton,"
",4.5 star rating,"
            4 reviews
    ","
            Blk 1G Cantonment Road, Level 1", 080001,//s3-media2.fl.yelpassets.com/bphoto/yQQioxKWySM-x4R1DOVenw/90s.jpg
International Plaza,"
        +65 6224 8646
    ",3.5 star rating,"
            2 reviews
    ","
            10 Anson Road", 079903,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Sir Grout,"
        +65 9728 7296
    ",nil,nil,nil,nil,//s3-media1.fl.yelpassets.com/bphoto/Fr3B7rutxrAJ7IdqYnR1tQ/90s.jpg
PlumberMeng,"
        +65 9853 0163
    ",nil,nil,nil,nil,//s3-media1.fl.yelpassets.com/bphoto/8m0quLZFGx99LfkT_CdNDw/90s.jpg
One Raffles Place,"
        +65 6491 9201
    ",3.5 star rating,"
            4 reviews
    ","
            1 Raffles Place", 048616,//s3-media2.fl.yelpassets.com/bphoto/MfTqakQbVQDzWiA5h2fXDw/90s.jpg
Jia Studios LLP,"
        +65 6604 9012
    ",nil,nil,"
            81 Ubi Avenue 4", 408830,//s3-media1.fl.yelpassets.com/bphoto/Z4uAB1UQ2heKKlNVy5AGsA/90s.jpg
Sia Huat,"
        +65 6223 1732
    ",4.5 star rating,"
            4 reviews
    ","
            7 Temple Street", 058560,//s3-media2.fl.yelpassets.com/bphoto/GlHeX75RxyZLPLq8kK3ZKQ/90s.jpg
