Name,Phone,Ratings,Reviews,Address Line 1,Postal Code,Img Src
Kim Hak Guan Trading,"
        +65 6733 3049
    ",nil,nil,"
            10 Jln Kukoh", 162010,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Multi Solutions,"
        +65 6737 2515
    ",nil,nil,"
            317 Outram Rd", 169075,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Mortazavy,"
        +65 6334 1234
    ",nil,nil,"
            Raffles Hotel Arc #02-15/16, 328 North Brg Rd", 188719,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Apollo Contractors,"
        +65 6737 9777
    ",nil,nil,"
            Orchard Rd",,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Sh. Sameyeh,"
        +65 6339 7021
    ",nil,nil,"
            21 Oxley Gdn", 238752,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Sh Sameyeh,"
        +65 6734 2014
    ",nil,nil,"
            21 Oxley Garden", 238752,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Ace United Office Machines & Supplies,"
        +65 6298 6133
    ",nil,nil,"
            02-598 Rochor Centre-1", 180001,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Norsk Industries,"
        +65 6296 2001
    ",nil,nil,"
            7500a Beach Rd", 199591,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Tawakal Oriental Carpet,"
        +65 6292 2340
    ",nil,nil,"
            45 & 50 Arab St", 199747,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Odeck,"
        +65 6733 8911
    ",nil,nil,"
            30 Zion Rd", 247769,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
