Name,Phone,Ratings,Reviews,Address Line 1,Postal Code,Img Src
Cedele,"
",2.5 star rating,"
            8 reviews
    ","
            01-01/02 Great World City", 237994,//s3-media3.fl.yelpassets.com/bphoto/70EUkzmx-VpIXP0gsUI7Ew/90s.jpg
Gaia Living,"
        +65 6296 8842
    ",4.0 star rating,"
            1 review
    ","
            780 North Bridge Road", 198748,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
NTUC Fairprice Co-operative,"
        +65 6273 4325
    ",4.0 star rating,"
            1 review
    ","
            166 Bt Merah Central", 150166,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Sunshine Plaza,"
        +65 6837 2218
    ",3.0 star rating,"
            2 reviews
    ","
            36 Robinson Rd", 068877,//s3-media2.fl.yelpassets.com/bphoto/M_JcSwpxrBK6QFB43itFog/90s.jpg
Gloria Jean’s Coffees,"
        +65 6636 3129
    ",4.0 star rating,"
            1 review
    ","
            I12 Katong #02-28 112 East Coast Road", 428835,//s3-media1.fl.yelpassets.com/bphoto/LlZDOzSzQbKdtBGxa-6TFw/90s.jpg
Citycab,"
        +65 6553 3880
    ",4.0 star rating,"
            1 review
    ","
            03-00, 205 Braddell Rd, Bishan", 575733,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Gaia Living,"
        +65 6296 8842
    ",4.0 star rating,"
            1 review
    ","
            Kampong Glam Shophouses,  780 North Bridge Rd", 198748,//s3-media2.fl.yelpassets.com/bphoto/A_z5fWX09bq3Uzj1Gi7Blg/90s.jpg
Ralph Lauren,"
",3.5 star rating,"
            2 reviews
    ","
            2 Bayfront Avenue The Shops at Marina Bay Sands", 018972,//s3-media3.fl.yelpassets.com/bphoto/HXniKou6oNNcBoAJxMtkOQ/90s.jpg
Ghin Hin Lee,"
",4.0 star rating,"
            1 review
    ","
            Blk 10 Haig Rd #01-363/365", 430010,//s3-media3.fl.yelpassets.com/bphoto/0c9DpPNYdrmRZm53J_EyGA/90s.jpg
Fish & Co,"
        +65 6334 1858
    ",2.5 star rating,"
            3 reviews
    ","
            The Glass House, 9 Penang Road,", 238459,//s3-media3.fl.yelpassets.com/bphoto/NsvDt65Xy9piSRAlkvV5hg/90s.jpg
