Name,Phone,Ratings,Reviews,Address Line 1,Postal Code,Img Src
BHG Bugis,"
",3.0 star rating,"
            1 review
    ","
            230 Victoria Street", 188024,//s3-media1.fl.yelpassets.com/bphoto/v0Of0xQ3oeIdIxIhVIkolQ/90s.jpg
Kuishin-Bo Dining,"
",2.5 star rating,"
            2 reviews
    ","
            1 Kim Seng Promenade", 237994,//s3-media3.fl.yelpassets.com/bphoto/MrGCSkW66X_HEPpmObGu1Q/90s.jpg
Thai Express,"
        +65 6466 6766
    ",2.5 star rating,"
            4 reviews
    ","
            16 Lorong Mambong", 277677,//s3-media1.fl.yelpassets.com/bphoto/lajL4FKmiW0UbIOqfqEKWQ/90s.jpg
Mode Studio,"
        +65 6337 7610
    ",3.0 star rating,"
            1 review
    ","
            #03-304, 6 Raffles Boulevard", 039594,//s3-media3.fl.yelpassets.com/bphoto/vPyA9SqTNajeL4X3hLCCQQ/90s.jpg
Far East plaza Eatery,"
",3.0 star rating,"
            1 review
    ","
            # 05-134, Far East Plaza ",,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Hungry Chimps,"
",3.0 star rating,"
            1 review
    ","
            64A Prinsep Street, #02-01 ",,//s3-media3.fl.yelpassets.com/bphoto/YJ8Ab88ORW6Ccr13Ec7VPQ/90s.jpg
Valhall,"
        +65 6440 6045
    ",3.0 star rating,"
            1 review
    ","
            No. 26 & 28 Jalan Benaan Kapal", 399630,//s3-media4.fl.yelpassets.com/bphoto/hv8KgDIF7ieDq372yyt9pg/90s.jpg
New Electric Service,"
        +65 6778 1189
    ",3.0 star rating,"
            1 review
    ","
            Holland Rd",,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Lush,"
        +65 6858 5882
    ",2.0 star rating,"
            3 reviews
    ","
            73 Upper Paya Lebar Rd", 534818,//s3-media2.fl.yelpassets.com/bphoto/plrXzl0hRd1SWXMXu2QOoA/90s.jpg
Thai Express,"
",3.0 star rating,"
            1 review
    ","
            01-133/135 Heartland Mall", 530205,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
