Name,Phone,Ratings,Reviews,Address Line 1,Postal Code,Img Src
Golden Village Multiplex,"
        +65 6334 3766
    ",3.0 star rating,"
            4 reviews
    ","
            68 Orch Road", 238839,//s3-media2.fl.yelpassets.com/bphoto/199UzvGco9PiNTmUoqjSTA/90s.jpg
HomesToLife,"
        +65 6443 0658
    ",4.0 star rating,"
            1 review
    ","
            112 East Coast Road", 428802,//s3-media1.fl.yelpassets.com/bphoto/mPn0JjW-dlMu8GM_xwMH-w/90s.jpg
People’s Park Complex,"
        +65 6538 3577
    ",3.0 star rating,"
            2 reviews
    ","
            01-60, 1 Park Rd", 188431,//s3-media2.fl.yelpassets.com/bphoto/Zz-FsiI0WURj88kX5g5sog/90s.jpg
Botanique At Bartley,"
        +65 9660 2828
    ",5.0 star rating,"
            1 review
    ","
            221 Upper Paya Lebar Rd", 536562,//s3-media2.fl.yelpassets.com/bphoto/xmdT6h8WT7hEYtAdhpERog/90s.jpg
StorHub Self Storage Pte Ltd.,"
        +65 6353 9366
    ",4.0 star rating,"
            2 reviews
    ","
            743 Lorong 5 Toa Payoh Hersing Hub", 319457,//s3-media1.fl.yelpassets.com/bphoto/HfKT-XMe-9a69vdHtieD3w/90s.jpg
Storage Rack,"
        +65 6659 0938
    ",5.0 star rating,"
            1 review
    ","
            Blk 50, Serangoon North Ave 4", 555856,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
The Co,"
        +65 6595 6288
    ",4.0 star rating,"
            1 review
    ","
            75 High St", 179435,//s3-media2.fl.yelpassets.com/bphoto/OWgqZRXYup_6VX0eMKGgxg/90s.jpg
One Shenton,"
        +65 6100 1699
    ",4.0 star rating,"
            1 review
    ","
            1 Shenton Way", 068803,//s3-media2.fl.yelpassets.com/bphoto/3uRBWtsK44O14SPKSqhfsA/90s.jpg
Spotlight,"
        +65 6773 9808
    ",4.0 star rating,"
            8 reviews
    ","
            68 Orchard Road", 238839,//s3-media3.fl.yelpassets.com/bphoto/QVRKZ0pVRpOsQ0XhCFOu5w/90s.jpg
Commune,"
        +65 6338 3823
    ",4.5 star rating,"
            4 reviews
    ","
            9 Raffles Boulevard", 039596,//s3-media4.fl.yelpassets.com/bphoto/TUHBpIzSyxtdlTY4SuumYA/90s.jpg
