Name,Phone,Ratings,Reviews,Address Line 1,Postal Code,Img Src
Tanabe Chemical,"
        +65 6861 4259
    ",nil,nil,"
            18 Tuas Ave 8", 639233,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Colorland Paint Centre,"
        +65 6443 0523
    ",nil,nil,"
            202 Bedok North St 1", 460202,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Epont Kossan Chemicals,"
        +65 6862 2383
    ",nil,nil,"
            6a, Tuas Ave 12", 639027,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Hiap Huat Paints,"
        +65 6745 4111
    ",nil,nil,"
            19 Tanjong Penjuru", 609021,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Toh Ah Swee Spray Painting,"
        +65 6368 8221
    ",nil,nil,"
            2 Kranji Loop", 739538,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Annai Painting,"
        +65 6767 9459
    ",nil,nil,"
            20 Maxwell Rd", 069113,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Mr Paint,"
        +65 9002 3265
    ",nil,nil,"
            10 Anson Rd", 079903,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Pearl Paint,"
",nil,nil,"
            5695 Telegraph Rd",,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Pearl Paint,"
",nil,nil,"
            308 Canal St",,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Akzo Nobel Paints S,"
        +65 6265 0677
    ",nil,nil,"
            20 Raffles Pl", 048620,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
