Name,Phone,Ratings,Reviews,Address Line 1,Postal Code,Img Src
Astic Scientific Technology,"
        +65 6773 2022
    ",nil,nil,"
            194 Pandan Loop", 128383,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Paintex Systems,"
        +65 6297 7418
    ",nil,nil,"
            55 Toh Guan Rd East", 608601,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Dnt Singapore,"
        +65 6265 3344
    ",nil,nil,"
            48 Tanjong Penjuru", 609033,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Waldec Coatings,"
        +65 6760 1984
    ",nil,nil,"
            48 Hillview Ter", 669269,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Lian Tat,"
        +65 6481 3423
    ",nil,nil,"
            257 Jln Kayu", 799485,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Sigma Coatings,"
        +65 6267 5818
    ",nil,nil,"
            7 Kwong Min Rd", 628710,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Neo Commercial Agency,"
        +65 6758 5047
    ",nil,nil,"
            1018 Yishun Industrial Park A", 768760,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Targo,"
        +65 6758 1957
    ",nil,nil,"
            1023 Yishun Industrial Park A", 768762,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
KMS Industrial,"
        +65 6365 7769
    ",nil,nil,"
            31 Sg Kadut St 2", 729243,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Jotun Nof,"
        +65 6265 4711
    ",nil,nil,"
            11 Sixth Lok Yang Rd", 628109,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
