Name,Phone,Ratings,Reviews,Address Line 1,Postal Code,Img Src
Servotronic Motor Workshop,"
        +65 6553 4200
    ",nil,nil,"
            176 Sin Ming Dr", 575721,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Sin Heak Hin,"
        +65 6453 2455
    ",nil,nil,"
            176 Sin Ming Dr", 575721,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Alfa Aircon,"
        +65 6552 0336
    ",nil,nil,"
            176 Sin Ming Dr", 575721,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
King’s Auto Air-Conditioning Service,"
        +65 6457 8629
    ",nil,nil,"
            176 Sin Ming Dr", 575721,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Oversea Air-Condition,"
        +65 6449 6866
    ",nil,nil,"
            5 Senang Cres", 416579,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Cooling Technology,"
        +65 6455 2733
    ",nil,nil,"
            4012 Ang Mo Kio Ave 10", 569628,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
KBS Motorsport,"
        +65 6451 5333
    ",nil,nil,"
            07-01 Guang Ming Industrial Building", 575721,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Soh Tyre Battery,"
        +65 6454 9071
    ",nil,nil,"
            4001 Ang Mo Kio Industrial Park 1", 569622,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Sin Teck Leong Tyre,"
        +65 6453 9143
    ",nil,nil,"
            4001 Ang Mo Kio Ind Park 1", 569622,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Siongsin,"
        +65 6283 1128
    ",nil,nil,"
            37 Defu Ln 10", 539214,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
