Name,Phone,Ratings,Reviews,Address Line 1,Postal Code,Img Src
Ocean Star Air-Conditioning Tv Service,"
        +65 6296 7133
    ",nil,nil,"
            43 Bendemeer Rd", 330043,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Car N You,"
        +65 6744 8377
    ",nil,nil,"
            62 Lorong 19 Geylang", 388508,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Tai Tong Lee Battery Workshop,"
        +65 6278 2085
    ",nil,nil,"
            1004 Bukit Merah Ln 3", 159720,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Air-Con House,"
        +65 6741 3881
    ",nil,nil,"
            21 Lorong 24 Geylang", 398627,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Tat-Win Air-Conditioning Service,"
        +65 6747 8547
    ",nil,nil,"
            84 Geylang Bahru", 339692,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Ling Boon Keng Tyre,"
        +65 6367 1689
    ",nil,nil,"
            1 Thomson Rd", 729900,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
C-Zone,"
",nil,nil,"
            1009 Bukit Merah Ln 3", 159723,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Bliss Airconditioning,"
        +65 6299 1103
    ",nil,nil,"
            80 Geylang Bahru", 339688,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Boston Air-Conditioning & Engineering,"
        +65 6748 5775
    ",nil,nil,"
            96 Lorong 23 Geylang", 388396,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Agricultural Air Conditioning Service,"
        +65 6273 0330
    ",nil,nil,"
            125 Bukit Merah Ln 1", 150125,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
