Name,Phone,Ratings,Reviews,Address Line 1,Postal Code,Img Src
The Royals Premium Cakes,"
        +65 6509 9617
    ",3.0 star rating,"
            2 reviews
    ","
            180 Kitchener Rd", 208539,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Sweet Tooth Fairy,"
        +65 9686 6610
    ",nil,nil,"
            ", 085201,//s3-media2.fl.yelpassets.com/bphoto/bqsm6TP-6hVOGpKL4I0-eg/90s.jpg
Koh Grill & Sushi Bar,"
        +65 9180 3805
    ",3.5 star rating,"
            16 reviews
    ","
            435 Orchard Road", 238877,//s3-media1.fl.yelpassets.com/bphoto/jbCHJA4qHTSkm1ubkh0xBA/90s.jpg
Holland Village Market and Food Centre,"
",4.0 star rating,"
            6 reviews
    ","
            1 Lorong Mambong", 277700,//s3-media2.fl.yelpassets.com/bphoto/ePOmAYAcVRnaoYhMYtsZEg/90s.jpg
Waterfall Cafe,"
        +65 6213 4398
    ",4.0 star rating,"
            7 reviews
    ","
            22 Orange Grove Road", 258350,//s3-media1.fl.yelpassets.com/bphoto/W57fH1osepe1u9ssoaL_QQ/90s.jpg
Bahn Beer Thai Restaurant,"
        +65 6392 2491
    ",4.0 star rating,"
            7 reviews
    ","
            5001 Beach Road", 199589,//s3-media3.fl.yelpassets.com/bphoto/scsBajmugOrpiiyChAr5Ig/90s.jpg
Gyu Kaku,"
        +65 6252 4001
    ",4.5 star rating,"
            3 reviews
    ","
            238 Thomson Road", 307683,//s3-media2.fl.yelpassets.com/bphoto/epa1UBRAPEte2pHk3mZd0g/90s.jpg
Chilli Padi Nonya,"
        +65 6275 1002
    ",3.5 star rating,"
            5 reviews
    ","
            11 Joo Chiat Place", 427744,//s3-media2.fl.yelpassets.com/bphoto/s-gnG03YnsYGvg36k6hCsg/90s.jpg
Sap Thai Food,"
        +65 9722 1235
    ",4.0 star rating,"
            3 reviews
    ","
            7 Maxwell Rd", 069111,//s3-media1.fl.yelpassets.com/bphoto/5w51e6oNcBhdbCTRLJ7Nlw/90s.jpg
Sacha & Sons,"
        +65 6735 6961
    ",3.5 star rating,"
            8 reviews
    ","
            333A Orchard Road", 238897,//s3-media4.fl.yelpassets.com/bphoto/xDYcoH88vKnJSTOZ-PoLPg/90s.jpg
