Name,Phone,Ratings,Reviews,Address Line 1,Postal Code,Img Src
The Muffinry Bakery and Cafe,"
        +65 6509 6462
    ",4.0 star rating,"
            12 reviews
    ","
            112 Telok Ayer Street", 068581,//s3-media1.fl.yelpassets.com/bphoto/37JXPHS8WxQpygBGz9JPxg/90s.jpg
Mei Heong Yuen Dessert,"
        +65 6221 1156
    ",4.0 star rating,"
            18 reviews
    ","
            No. 63 - 67 Temple Street", 058611,//s3-media1.fl.yelpassets.com/bphoto/i8Vm0P3myOr5iZr501kAaQ/90s.jpg
Khan Saab,"
        +65 6244 4430
    ",2.0 star rating,"
            1 review
    ","
            55 Chai Chee Dr", 460055,//s3-media2.fl.yelpassets.com/bphoto/eJlicboMzLT0IsTQMf8DQQ/90s.jpg
Kotobuki Japanese Restaurant Jurong,"
",3.0 star rating,"
            2 reviews
    ","
            3 Yuan Ching Road, #01-02A", 618642,//s3-media1.fl.yelpassets.com/bphoto/LqDOi4MZCImSzwYwN7OvdQ/90s.jpg
Smiling Orchid,"
        +65 6468 4237
    ",3.0 star rating,"
            1 review
    ","
            11 Ghim Moh Rd", 270011,//s3-media2.fl.yelpassets.com/bphoto/_lG5hTw4MEnTATdxBGQz-A/90s.jpg
Cold Storage,"
        +65 6352 7223
    ",3.0 star rating,"
            1 review
    ","
            238 Thomson Road", 307683,//s3-media2.fl.yelpassets.com/bphoto/kHHzrfHKDOEBEsceRXEsRg/90s.jpg
1-Altitude Gallery & Bar,"
        +65 6438 0410
    ",4.0 star rating,"
            32 reviews
    ","
            1 Raffles Place", 048616,//s3-media1.fl.yelpassets.com/bphoto/5BcydlL_crEn1hOXpIi6sw/90s.jpg
Chai Ho Satay,"
",4.5 star rating,"
            3 reviews
    ","
            Blk 448 Clementi Ave 3, #01-10 Clementi 448 Market & Food Centre", 120448,//s3-media2.fl.yelpassets.com/bphoto/PAbSIH-ilI475e8nbbfBcQ/90s.jpg
Meng Kitchen,"
        +65 6455 4890
    ",4.0 star rating,"
            8 reviews
    ","
            246B Upper Thomson Road", 574370,//s3-media3.fl.yelpassets.com/bphoto/sJNhk8FaQZUiV3Ob45fFPQ/90s.jpg
Huber’s Butchery and Bistro,"
        +65 6737 1588
    ",4.0 star rating,"
            9 reviews
    ","
            18A & 18B Dempsey Road", 249677,//s3-media2.fl.yelpassets.com/bphoto/aeRVFy2t-x18jRx8UIOmAA/90s.jpg
