Name,Phone,Ratings,Reviews,Address Line 1,Postal Code,Img Src
Pattaya Garden Catering,"
        +65 6345 5544
    ",nil,nil,"
            114a Tembeling Rd", 423613,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Allied Catering Equipment,"
        +65 6252 9021
    ",nil,nil,"
            15, Lor 8 Toa Payoh", 319262,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Homevilla Catering,"
        +65 6842 2206
    ",nil,nil,"
            526 Macpherson Rd", 368216,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Fragrance Catering,"
        +65 6289 0169
    ",nil,nil,"
            153, Kampong Ampat", 368326,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Seng Kang Catering Service,"
        +65 6744 5110
    ",nil,nil,"
            07-05 Jun Jie Industrial Building", 368326,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Chia Chia Catering,"
",nil,nil,"
            34 South Buona Vis Rd", 118162,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Lian Fatt Cooked Food & Catering Service,"
        +65 6741 5237
    ",nil,nil,"
            3020 Ubi Ave 2", 408896,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Redleaf Vegetarian Food Catering,"
        +65 6289 8119
    ",nil,nil,"
            03-12 K A Food Link", 368330,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Island Wide Catering,"
        +65 6288 5115
    ",nil,nil,"
            171 Kg Ampat", 368330,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Pang Catering,"
        +65 6288 8551
    ",nil,nil,"
            3 Irving Rd", 369522,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
