Name,Phone,Ratings,Reviews,Address Line 1,Postal Code,Img Src
Black,"
        +65 6733 1958
    ",3.0 star rating,"
            3 reviews
    ","
            111 Somerset Road", 238164,//s3-media2.fl.yelpassets.com/bphoto/ITvzAtqWRODmz3kV0RKQlQ/90s.jpg
Swissbake,"
        +65 6438 5730
    ",4.0 star rating,"
            1 review
    ","
            OUB Centre Shopping Podium, 1 Raffles Place #B1-01", 048616,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Cool Cup,"
        +65 6253 6364
    ",4.0 star rating,"
            1 review
    ","
            Blk 203 Toa Payoh North #01-1107", 310203,//s3-media4.fl.yelpassets.com/bphoto/119Kd1_7Tgxq71fCa4XQHw/90s.jpg
Indian Express,"
",3.5 star rating,"
            2 reviews
    ","
            2 Orchard Turn", 238801,//s3-media2.fl.yelpassets.com/bphoto/z6IqT6LOJNCDZw7VKCh6fg/90s.jpg
Prata Prata,"
",3.5 star rating,"
            2 reviews
    ","
            10 Pasir Panjang Road", 117438,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Habitat Coffee,"
        +65 6456 2567
    ",2.5 star rating,"
            12 reviews
    ","
            223 Upper Thomson Rd", 574355,//s3-media3.fl.yelpassets.com/bphoto/o1PbIHBctIz4OEPZ9WMzCg/90s.jpg
E-Sarn Thai Cuisine,"
        +65 6468 4484
    ",4.0 star rating,"
            1 review
    ","
            200 Turf Club Road", 287994,//s3-media1.fl.yelpassets.com/bphoto/iE7BIDpOJdpnvaERakpc9g/90s.jpg
Cafe Crema,"
        06965 9171
    ",3.5 star rating,"
            2 reviews
    ","
            3 Gateway Drive", 608532,//s3-media2.fl.yelpassets.com/bphoto/1s8dGZ7YZaAvF-CCBpSLSQ/90s.jpg
AquaMarine,"
",2.5 star rating,"
            2 reviews
    ","
            6 Raffles Boulevard", 039594,//s3-media3.fl.yelpassets.com/bphoto/Iy5XlvU6Bop0J3wZ72KdBQ/90s.jpg
Switch,"
        +65 6336 7739
    ",3.0 star rating,"
            2 reviews
    ","
            73 Bras Basah Road", 189556,//s3-media1.fl.yelpassets.com/bphoto/bUAy6Nl7SfRyxYdSkS4P-A/90s.jpg
