Name,Phone,Ratings,Reviews,Address Line 1,Postal Code,Img Src
Raffles Hotel,"
        +65 6337 1886
    ",4.0 star rating,"
            27 reviews
    ","
            1 Beach Road", 189673,//s3-media4.fl.yelpassets.com/bphoto/7uh4OBvAQjabDLWB8sYRmQ/90s.jpg
Emerald Garden,"
",2.5 star rating,"
            2 reviews
    ","
            879 Bukit Timah Road", 279892,//s3-media1.fl.yelpassets.com/bphoto/jYInE94NfwAUZ4kIuEoq0g/90s.jpg
Kaaraikudi,"
        +65 6396 4646
    ",3.0 star rating,"
            1 review
    ","
            127-131 Serangoon Road", 218034,//s3-media3.fl.yelpassets.com/bphoto/r4__I32taxFM-NTeIfE8ug/90s.jpg
El Mero Mero,"
        +65 6337 1377
    ",2.5 star rating,"
            4 reviews
    ","
            30 Victoria Street", 187996,//s3-media1.fl.yelpassets.com/bphoto/beskba-nbOscwfj-XD1lxA/90s.jpg
Nylon Coffee Roasters,"
        +65 6220 2330
    ",4.5 star rating,"
            47 reviews
    ","
            4 Everton Park", 080004,//s3-media3.fl.yelpassets.com/bphoto/ybKHCM2Le-KVZCcMrOIBuQ/90s.jpg
Umi Sushi,"
",3.0 star rating,"
            1 review
    ","
            Alexandra Retail Centre #01-22.", 119963,//s3-media1.fl.yelpassets.com/bphoto/Ahr2h6gj_9w8CEX_OCsOaQ/90s.jpg
Lago Catering,"
        +65 6532 7345
    ",nil,nil,"
            73-75 Boat Quay", 049861,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Ichiban Fish & Catering,"
        +65 6354 5574
    ",nil,nil,"
            8763 Bayview Ave, Richmond Hl",,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
J.Z. Cool Eatery & Catering,"
",nil,nil,"
            827 Santa Cruz Ave",,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
1A Catering,"
        +65 6446 3873
    ",nil,nil,"
            1a Catering", 486350,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
