Name,Phone,Ratings,Reviews,Address Line 1,Postal Code,Img Src
Shades Blinds & Curtains,"
",nil,nil,"
            19 Scotgate",,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
SG Curtains and Blinds,"
        +65 6305 9998
    ",nil,nil,"
            5 Temasek Boulevard", 038985,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Tong Kheng Curtains & Blinds Pte Ltd,"
        +65 6286 6778
    ",nil,nil,"
            14 New Industrial Road", 536203,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Jimmy Textiles,"
",5.0 star rating,"
            1 review
    ","
            1 Joo Chiat Road, Joo Chiat Complex #01-1085/1095", 420001,//s3-media1.fl.yelpassets.com/bphoto/qOzhGDUBlIOMUtaDIbgm5A/90s.jpg
Aik Brothers Trading,"
        +65 6345 2554
    ",nil,nil,"
            306-308 Joo Chiat Road", 427557,//s3-media4.fl.yelpassets.com/bphoto/br0sab55at1G5y4zgZyJAA/90s.jpg
"Curtains, Blinds Singapore","
        +65 9859 3623
    ",nil,nil,"
            Blk 61 Kaki Bukit Ave 1", 417943,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
D’ Associates,"
        +65 6743 0901
    ",nil,nil,"
            19 Blair Rd", 089919,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
99 interior Pte Ltd,"
        +65 6844 7889
    ",nil,nil,"
            16 Arumugam Road", 409961,//s3-media4.fl.yelpassets.com/bphoto/vuy5TLOOS5Ec0SzuvR65vA/90s.jpg
Window Cool,"
        +65 6288 8323
    ",4.0 star rating,"
            1 review
    ","
            50 Serangoon North Avenue 4", 555856,//s3-media4.fl.yelpassets.com/bphoto/vqkX6xF_EHwRiqcaXYtwAA/90s.jpg
Decorial Pte Ltd,"
        +65 6742 4221
    ",nil,nil,nil,nil,//s3-media3.fl.yelpassets.com/bphoto/zFIDe2jCOVQtjTuKLxXgCg/90s.jpg
