Name,Phone,Ratings,Reviews,Address Line 1,Postal Code,Img Src
Cleanister Services & Pest Control,"
        +65 6278 0055
    ",nil,nil,"
            125 Bt Merah Ln 1", 150125,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Sita Pest Control Services,"
        +65 6862 3828
    ",nil,nil,"
            12 Tuas Ave 18", 638896,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Aardwolf Pestkare,"
        +65 6268 1771
    ",4.0 star rating,"
            1 review
    ","
            26 Third Lok Yang Rd", 628015,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Island Pest Management,"
        +65 6542 2883
    ",nil,nil,"
            7030 Ang Mo Kio Ave 5", 569880,//s3-media2.fl.yelpassets.com/bphoto/Qatc-tf2P4CGuVqfCvHejw/90s.jpg
1Step Pest Control,"
        +65 6781 8588
    ",nil,nil,"
            9012 Tampines Street 93", 528845,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Mosquito Management System,"
        +65 6250 0708
    ",1.0 star rating,"
            1 review
    ","
            100 Beach Road", 189702,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Termite Scene Investigation,"
        +65 6285 8718
    ",nil,nil,"
            14 New Industrial Rd", 536203,//s3-media4.fl.yelpassets.com/bphoto/8_aoucLvjauou86MR0wCXw/90s.jpg
The Pestman,"
        +65 6293 4889
    ",nil,nil,"
            37 Defu Ln 10", 539214,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Speedserve Pest Control Maintenance Service,"
        +65 6846 7787
    ",nil,nil,"
            111 North Bridge Rd", 179098,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Lucky Pest Control,"
        +65 6222 3568
    ",nil,nil,"
            3 Yong Siak St", 168642,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
