Name,Phone,Ratings,Reviews,Address Line 1,Postal Code,Img Src
Pesticide Pest Control,"
        +65 6344 5009
    ",nil,nil,"
            57 Aliwal St", 199933,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
My Pest Control,"
        +65 6294 5812
    ",nil,nil,"
            808 French Rd", 200808,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Ridtermite Pest Control,"
        +65 6364 7023
    ",nil,nil,"
            54 Maude Rd", 208346,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Kyowa Pest Control & Cleaning Service,"
        +65 6297 4225
    ",nil,nil,"
            809 French Rd", 200809,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Manicks Pest Control,"
        +65 6481 6929
    ",nil,nil,"
            190 Middle Rd", 188979,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Pestar Pest Control,"
        +65 6294 8133
    ",nil,nil,"
            126a Owen Rd", 218930,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Pestar Pest Control,"
        +65 6294 8133
    ",nil,nil,"
            160 Owen Rd", 218953,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Legion Pest Control,"
        +65 6271 7822
    ",nil,nil,"
            165 Bt Merah Central", 150165,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Ipm Pest Control,"
        +65 6584 0292
    ",nil,nil,"
            149 Geylang Rd", 389233,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
International Pest Control Service,"
        +65 6252 8195
    ",nil,nil,"
            2 Balestier Rd", 320002,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
