Name,Phone,Ratings,Reviews,Address Line 1,Postal Code,Img Src
Spa Discoveries,"
        +65 6735 5665
    ",nil,nil,"
            81a Clemenceau Ave", 239918,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
True Beauty,"
        +65 6836 5775
    ",nil,nil,"
            Winsland House Ii, 163 Penang Rd", 238463,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Spa Aesthetic,"
        +65 6396 0388
    ",nil,nil,"
            73 Bussorah St", 199486,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Reflections Therapeutic Centre,"
        +65 6734 5373
    ",nil,nil,"
            150 Orch Rd", 238841,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Li Si Fan Wellness Spa,"
        +65 6296 2396
    ",nil,nil,"
            298 Beach Rd", 199554,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Renewal Day Spa,"
        +65 6738 0988
    ",nil,nil,"
            302 Orch Rd", 238862,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Spa Synergy,"
        +65 6887 5518
    ",nil,nil,"
            3 Balmoral Rd", 259785,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Saquaries,"
        +65 6747 3973
    ",nil,nil,"
            105 Sims Ave", 387429,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Crystal Clear Contractor,"
        +65 6352 6081
    ",nil,nil,"
            52a Kim Keat Rd", 328822,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
J & I Pool Service,"
        +65 6291 6126
    ",nil,nil,"
            97 Geylang Bahru", 330097,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
