Name,Phone,Ratings,Reviews,Address Line 1,Postal Code,Img Src
Kai Bee Renovation Contractor,"
        +65 6463 0177
    ",nil,nil,"
            170 Upper Bukit Timah Rd", 588179,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Asia Offshore Services,"
        +65 6775 2411
    ",nil,nil,"
            21 Pandan Cres", 128471,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Sin Soon Giap Construction Co.,"
        +65 6448 3635
    ",nil,nil,"
            127 Bedok North St 2", 460127,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Lourve Design Associates,"
        +65 6853 1311
    ",nil,nil,"
            02-22 Thomson Plz", 574408,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Deetrend D’sign,"
        +65 6570 5208
    ",nil,nil,"
            50 Serangoon  North Ave 4", 555856,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Zinkcon Marine Singapore,"
        +65 6733 3471
    ",nil,nil,"
            17b Pandan Rd", 609269,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Khoo Cher Hiak,"
        +65 6453 3438
    ",nil,nil,"
            611 Ang Mo Kio Ave 5", 560611,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Hin Hoe Paints Supplier & General Contractors,"
        +65 6481 5544
    ",nil,nil,"
            3 Ang Mo Kio Industrial Park 2a", 568050,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Asia Renovation Contractor,"
        +65 6242 3066
    ",nil,nil,"
            59 New Upper Changi Rd", 461059,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Hup Hoe Renovation Works,"
        +65 6482 4722
    ",nil,nil,"
            20 Ang Mo Kio Industrial Park 2a", 567761,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
