Name,Phone,Ratings,Reviews,Address Line 1,Postal Code,Img Src
Keong Industries,"
        +65 6367 2722
    ",nil,nil,"
            37 Kranji Way", 739445,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Central Granite Industries,"
        +65 6367 8888
    ",nil,nil,"
            30, Kranji Way", 739440,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Central Granite,"
",nil,nil,"
            30 Kranji Way", 739440,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Sinbor Co.,"
        +65 6257 3384
    ",nil,nil,"
            65 Senoko Dr", 758239,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Marble Renewal,"
        +65 6257 5455
    ",nil,nil,"
            50 Senoko Rd", 758115,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Lcs Enterprise,"
        +65 6262 1600
    ",nil,nil,"
            57 Tuas Ave 1", 639504,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Multico System Engineers,"
        +65 6863 2863
    ",nil,nil,"
            11 Tuas View Cres", 637643,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Sb Co. & Services,"
        +65 6897 8796
    ",nil,nil,"
            9 Tuas Bay Walk", 637757,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Tile Plus,"
        +65 6742 9300
    ",nil,nil,"
            50 Genting Ln", 349558,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Sun Hee Hardware Paint & Electrical,"
        +65 6777 1788
    ",4.5 star rating,"
            2 reviews
    ","
            354 Clementi Avenue 2", 120354,//s3-media3.fl.yelpassets.com/bphoto/ZhUGitHl8kdoVkhtIh0CMg/90s.jpg
