Name,Phone,Ratings,Reviews,Address Line 1,Postal Code,Img Src
Board Corporation S,"
        +65 6368 5229
    ",nil,nil,"
            46 Sungei Kadut St 1", 729350,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Nature Wood,"
        +65 6363 0030
    ",nil,nil,"
            38 Sungei Kadut St 2", 729245,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Meihua Construction & Furnishing,"
        +65 6367 1072
    ",nil,nil,"
            50 Sungei Kadut St 1", 729352,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Carpet World,"
        +65 6362 4811
    ",nil,nil,"
            50a Sg Kadut St 1", 729353,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Delight Furniture,"
        +65 6365 1272
    ",nil,nil,"
            36 Sungei Kadut St 2", 729244,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Sinma Timber Flooring Contractor,"
        +65 6547 1342
    ",nil,nil,"
            56 Sungei Kadut St 1", 729359,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Biz Interior & Furnishing,"
        +65 6362 6558
    ",nil,nil,"
            4 Sungei Kadut St 3", 729139,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Universal Parquet Flooring,"
        +65 6269 1159
    ",nil,nil,"
            1a Sungei Kadut St 4", 729031,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Quaternary Trading,"
        +65 6368 0681
    ",nil,nil,"
            18 Sungei Kadut St 4", 729046,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Jm Interior,"
        +65 6365 5697
    ",nil,nil,"
            29 Sungei Kadut St 4", 729054,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
