Name,Phone,Ratings,Reviews,Address Line 1,Postal Code,Img Src
Technip Singapore,"
        +65 6532 5880
    ",nil,nil,"
            20 Raffles Pl", 048620,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Bachy Soletanche Singapore,"
        +65 6538 1715
    ",nil,nil,"
            1 Coleman St", 179803,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Kenron Contractor,"
        +65 6423 4558
    ",nil,nil,"
            16 Cantonment Close", 080016,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Rocksteel Alloy Industrial,"
        +65 6336 0488
    ",nil,nil,"
            111 North Brg Rd", 179098,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Tekken,"
        +65 6732 1855
    ",nil,nil,"
            171 Chin Swee Rd", 169877,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Jurong Integrated Engineering,"
        +65 6223 3669
    ",nil,nil,"
            114 Neil Rd", 088852,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Tongman Plumbing,"
        +65 6734 7618
    ",nil,nil,"
            10 Jln Kukoh", 162010,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Hai Poh Terminals,"
        +65 6222 9688
    ",nil,nil,"
            200 Cantonment Rd", 089763,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Ally Agency,"
        +65 6737 1447
    ",nil,nil,"
            217 Outram Rd",,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Asian Engineering Contractors,"
        +65 6299 8016
    ",nil,nil,"
            6 Temasek Blvd", 038986,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
