Name,Phone,Ratings,Reviews,Address Line 1,Postal Code,Img Src
ivisu@l,"
        +65 6787 3252
    ",nil,nil,"
            7030 Ang Mo Kio Ave 5", 569880,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Art & Design Renovation Contractor,"
        +65 6538 9129
    ",nil,nil,"
            133 New Brg Rd", 059413,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Renovator Hub,"
        +65 6566 7786
    ",nil,nil,"
            1 Rochor Rd", 180001,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Ban Siah Renovation Contractor,"
        +65 6272 5618
    ",nil,nil,"
            111 Jln Bukit Merah", 160111,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Siang Kim Renovation,"
        +65 6271 1416
    ",nil,nil,"
            77 Indus Rd", 160077,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Chew Design & Renovation,"
        +65 6787 0880
    ",nil,nil,"
            22 Kallang Ave", 339413,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Cityhome Renovation,"
        +65 6275 3282
    ",nil,nil,"
            164 Bt Merah Central", 150164,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Wing Khiong Renovation,"
        +65 6392 4853
    ",nil,nil,"
            57 Geylang Bahru", 330057,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
A1 Interior Design Renovation,"
        +65 6447 2800
    ",nil,nil,"
            1 Brooke Rd", 429979,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Jong Seng Renovation,"
        +65 6287 8785
    ",nil,nil,"
            3 Upper Aljunied Ln", 360003,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
