Name,Phone,Ratings,Reviews,Address Line 1,Postal Code,Img Src
Deng Feng Construction & Renovation,"
        +65 6257 1013
    ",nil,nil,"
            22 Woodlands Link", 738734,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Tien Heng Renovation Contractor,"
        +65 6269 2257
    ",nil,nil,"
            18B Kranji Loop", 739553,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Winonn Renovation Contractor,"
        +65 6291 3318
    ",nil,nil,"
            205 Marsiling Dr", 730205,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Happy Renovation & Furniture Contractor,"
        +65 6314 3372
    ",nil,nil,"
            38 Woodlands Industrial Park E1", 757700,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Full Yee Renovation & Construction Contractor,"
        +65 6853 3982
    ",nil,nil,"
            10 Admiralty St", 757695,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Liang Hua Furniture & Renovation,"
        +65 6853 5881
    ",nil,nil,"
            10 Admiralty St", 757695,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Siong Yee Renovation General Contractor,"
        +65 6269 5695
    ",nil,nil,"
            10 Admiralty St", 757695,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Sin Long Renovation Contractor,"
        +65 6367 6093
    ",nil,nil,"
            22 Kranji Way", 739433,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Home Harvest Design & Build,"
        +65 6348 9833
    ",4.0 star rating,"
            1 review
    ","
            50 East Coast Rd", 428769,//s3-media2.fl.yelpassets.com/bphoto/qmnkCJDheo0egjPMk00yiQ/90s.jpg
Handyman Services Singapore,"
        +65 9797 8255
    ",nil,nil,nil,nil,//s3-media2.fl.yelpassets.com/bphoto/dQKI_y9Rq59Cah_mNSxnJQ/90s.jpg
