Name,Phone,Ratings,Reviews,Address Line 1,Postal Code,Img Src
Concept Elements Pte Ltd,"
        +65 6484 1141
    ",4.0 star rating,"
            1 review
    ","
            2 Ang Mo Kio Street 64", 569084,//s3-media2.fl.yelpassets.com/bphoto/2JsL6J2hpZIMhEm2UYWJTA/90s.jpg
Innovation Carpentry & Decor,"
",nil,nil,"
            4033 Ang Mo Kio Industrial Park 1", 569640,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Teh Brothers Carpentry,"
        +65 6482 3084
    ",nil,nil,"
            5064 Ang Mo Kio Industrial Park 2", 569567,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Heng Carpentry Construction,"
        +65 6368 3966
    ",nil,nil,"
            31 Sungei Kadut St 1", 729337,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Tng Choon Tee Carpentry Construction,"
        +65 6365 1878
    ",nil,nil,"
            62 Sungei Kadut St 1", 729363,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Mpl Carpentry Works,"
        +65 6314 0762
    ",nil,nil,"
            38 Woodlands Industrial Park E1", 757700,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Home Harvest Design & Build,"
        +65 6348 9833
    ",4.0 star rating,"
            1 review
    ","
            50 East Coast Rd", 428769,//s3-media2.fl.yelpassets.com/bphoto/qmnkCJDheo0egjPMk00yiQ/90s.jpg
B.H.Hoe Enterprises,"
        +65 6292 9655
    ",3.0 star rating,"
            1 review
    ","
            52 Kallang Bahru", 339335,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Cheong Cheng Renovation & Carpentry Work,"
        +65 6367 6763
    ",nil,nil,"
            280 Woodlands Industrial Park E5", 757322,//s3-media4.fl.yelpassets.com/bphoto/2lw8GMZuy3STvkiMolQH2w/90s.jpg
Alstom Transport,"
        +65 6220 1138
    ",nil,nil,"
            24 Raffles Pl", 048621,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
