Name,Phone,Ratings,Reviews,Address Line 1,Postal Code,Img Src
The Roof Gallery,"
        +65 9070 7563
    ",4.0 star rating,"
            1 review
    ","
            133 Joo Chiat Road", 198496,//s3-media2.fl.yelpassets.com/bphoto/VTsUw5KvXUkn4CSCataOqA/90s.jpg
Bemo Roof Asia,"
        +65 6842 2622
    ",nil,nil,"
            156 Macpherson Rd", 348528,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
The Roof Consultancy,"
        +65 9070 7563
    ",nil,nil,"
            133 Joo Chiat Road", 427417,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Axxel Marketing,"
        +65 6844 4331
    ",nil,nil,"
            9008 Tampines St 93", 528843,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Ah Sin Metal Work Contractor,"
        +65 6754 0811
    ",nil,nil,"
            22 Woodlands Link", 738734,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Building Associates,"
        +65 6853 3918
    ",nil,nil,"
            10 Admiralty St", 757695,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Top Global Enterprises,"
        +65 6746 4333
    ",nil,nil,"
            1020 East Coast Parkway", 449878,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Jrp,"
        +65 6261 5525
    ",nil,nil,"
            7 Hindoo Rd", 209108,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
MRI,"
        +65 6483 4031
    ",nil,nil,"
            5, Amk Tech Ii", 567760,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
GKS Engineering Services,"
        +65 9737 2909
    ",nil,nil,"
            1 Yishun Street 23", 768441,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
