Name,Phone,Ratings,Reviews,Address Line 1,Postal Code,Img Src
The Roof Specialist,"
        +65 6346 5493
    ",nil,nil,"
            112 East Coast Rd", 428802,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Decorial Pte Ltd,"
        +65 6742 4221
    ",nil,nil,nil,nil,//s3-media3.fl.yelpassets.com/bphoto/zFIDe2jCOVQtjTuKLxXgCg/90s.jpg
Under One Roof Design & Contracts,"
        +65 6562 1879
    ",nil,nil,"
            2 Jurong East St 21", 609601,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Roof Real Estate Group,"
        +65 6425 1155
    ",nil,nil,"
            134 Jurong East St 13", 600134,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Roof & Facade,"
        +65 6382 3881
    ",nil,nil,"
            1091 Lower Delta Rd", 169202,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Patent Roofing,"
        +65 6296 9820
    ",nil,nil,"
            15a Cavan Rd", 209849,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Lam Wong Roofing Specialist,"
        +65 6278 7211
    ",nil,nil,"
            15 Hamilton Rd", 209185,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Bestal Roof & Fabrication,"
        +65 6353 3627
    ",nil,nil,"
            400 Balestier Rd", 329802,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Roof-deck Contractor,"
        +65 6440 3436
    ",nil,nil,"
            2A Langsat Rd", 426688,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Jinta Metal Roofing Contractor,"
        +65 6745 3115
    ",nil,nil,"
            913 Tampines St 91", 520913,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
