Name,Phone,Ratings,Reviews,Address Line 1,Postal Code,Img Src
Citi-tech Air-con Engineering,"
        +65 6742 1920
    ",nil,nil,"
            8 Ubi Rd 2", 408538,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Stic,"
        +65 6896 5362
    ",nil,nil,"
            1026 Tai Seng Ave", 534413,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
B-construction,"
        +65 6858 1118
    ",nil,nil,"
            1006 Tai Seng Ave", 534410,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Wintech Airconditioning & Electrical Engineering,"
        +65 6841 8329
    ",nil,nil,"
            57 Ubi Ave 1", 408936,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Aimflow,"
        +65 6455 6225
    ",nil,nil,"
            8 Rochdale Rd", 535821,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
CSSM Engineering,"
        +65 6250 1866
    ",nil,nil,"
            45 Jln Pemimpin", 577197,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Prime Air-con Engineering,"
        +65 6743 9866
    ",nil,nil,"
            32 Dover Rise", 138686,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Chye Yew Lian Hardware,"
        +65 6286 4222
    ",nil,nil,"
            22A Lim Teck Boo Rd", 537002,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Xenith Engineering,"
        +65 6288 1130
    ",nil,nil,"
            16 Defu Ln 12", 539124,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Jia Yi Air-conditioning Engineering,"
        +65 6748 8896
    ",nil,nil,"
            11 Kaki Bukit Rd 1", 415939,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
