Name,Phone,Ratings,Reviews,Address Line 1,Postal Code,Img Src
A’creative Plumbing & Engineering S,"
        +65 6766 8252
    ",nil,nil,"
            280 Choa Chu Kang Ave 3", 680280,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Creative Plumbing & Engineering,"
        +65 6892 7394
    ",nil,nil,"
            280 Choa Chu Kang Ave 3", 680280,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Er Swa Kow General Contractor,"
        +65 6758 8807
    ",nil,nil,"
            2 Platina Rd", 758615,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Trade Entrepreneur Engineering,"
        +65 6543 2323
    ",nil,nil,"
            30 Loyang Way", 508769,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Kim Kong,"
        +65 6257 0270
    ",nil,nil,"
            101 Yishun Ave 5", 760101,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Jackly Air-con Enginering Works,"
        +65 6543 1128
    ",nil,nil,"
            12 Loyang Dr", 508966,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Kian Eng Associates,"
        +65 6286 6255
    ",nil,nil,"
            601 Choa Chu Kang St 62", 680601,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Little Swan Air-conditioning & Engineering,"
        +65 6756 2251
    ",nil,nil,"
            1 Yishun St 23", 768441,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Jjxie Design & Decor,"
        +65 6312 3936
    ",nil,nil,"
            1 Yishun St 23", 768441,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Binda Air-conditioning & Refrigeration,"
        +65 6759 2011
    ",nil,nil,"
            1 Yishun St 23", 768441,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
