Name,Phone,Ratings,Reviews,Address Line 1,Postal Code,Img Src
Spin by Essential Lifestyles,"
        +65 6610 2913
    ",nil,nil,"
            9 Raffles Boulevard, Millenia Walk", 039596,//s3-media1.fl.yelpassets.com/bphoto/tbkkW8xUKArDcFOZT0PTGQ/90s.jpg
33 Crafts,"
        +65 9396 3795
    ",nil,nil,"
            520 North Bridge Centre", 188727,//s3-media3.fl.yelpassets.com/bphoto/sf-rDOjlq1OdCwv9gVxmdA/90s.jpg
Gallery Huue,"
        +65 6334 2805
    ",nil,nil,"
            188 Bukit Timah Rd", 229856,//s3-media1.fl.yelpassets.com/bphoto/WQSmgZjNz1-HJTERBMPL8g/90s.jpg
Villa Verde,"
",4.0 star rating,"
            1 review
    ","
            1 Verde Avenue", 688269,//s3-media4.fl.yelpassets.com/bphoto/2sDTvutt5wgdsIbHliPDPA/90s.jpg
Avios Locker & Compactus Office Furniture,"
        +65 6689 1901
    ",nil,nil,"
            21 Toh Guan Road E", 608609,//s3-media2.fl.yelpassets.com/bphoto/YqDvH-F3vtQe5dM1wn2zVQ/90s.jpg
Shanthini’s Beauty Parlour,"
        +65 6293 6930
    ",3.0 star rating,"
            1 review
    ","
            136A Syed Alwi Road", 207695,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Seng Aik Trading,"
",3.0 star rating,"
            1 review
    ","
            258 Pasir Ris Street 21", 510258,//s3-media4.fl.yelpassets.com/bphoto/TgVyJm6_YoXIqqfYR2VMKA/90s.jpg
Singapore Painting Services,"
        +65 6586 0991
    ",1.0 star rating,"
            1 review
    ","
            36B Hong Kong Street", 059675,//s3-media3.fl.yelpassets.com/bphoto/0R8BG1NJgtSgvp_0a95Ckw/90s.jpg
Williams Next Door,"
",nil,nil,"
            706 Church St",,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Two Doors Down,"
",nil,nil,"
            1220 State St",,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
