Name,Phone,Ratings,Reviews,Address Line 1,Postal Code,Img Src
Pinnacle at Duxton,"
",4.5 star rating,"
            4 reviews
    ","
            Blk 1G Cantonment Road, Level 1", 080001,//s3-media2.fl.yelpassets.com/bphoto/yQQioxKWySM-x4R1DOVenw/90s.jpg
Handyman Services Singapore,"
        +65 9797 8255
    ",nil,nil,nil,nil,//s3-media2.fl.yelpassets.com/bphoto/dQKI_y9Rq59Cah_mNSxnJQ/90s.jpg
99 interior Pte Ltd,"
        +65 6844 7889
    ",nil,nil,"
            16 Arumugam Road", 409961,//s3-media4.fl.yelpassets.com/bphoto/vuy5TLOOS5Ec0SzuvR65vA/90s.jpg
FlatRate Moving,"
        +65 6878 0970
    ",nil,nil,"
            63 Alexandra Terrace", 119937,//s3-media4.fl.yelpassets.com/bphoto/btPQ0SE0852PtpGfKyRjig/90s.jpg
Decorille Pte Ltd,"
        +65 6749 6688
    ",nil,nil,"
            8 Kaki Bukit Avenue 4", 415875,//s3-media1.fl.yelpassets.com/bphoto/UB8omp56DNZY0gjYvQhgvw/90s.jpg
Door Master,"
        +65 8501 8696
    ",nil,nil,"
            Blk 3014", 408702,//s3-media1.fl.yelpassets.com/bphoto/XjqmllvDi52BzvfCUBROzA/90s.jpg
Door Master,"
        +65 8501 8696
    ",nil,nil,"
            ", 408702,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Glass Door Specialist,"
        +65 6460 0188
    ",nil,nil,"
            22 Sin Ming Ln", 573972,//s3-media3.fl.yelpassets.com/bphoto/BD9GeId77EgZwMI7xqrpPg/90s.jpg
Timber Doors Pte Limited,"
        +65 6635 1919
    ",nil,nil,"
            280 Woodlands Industrial Park E5",,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Sunrise Doors,"
        +65 6223 6088
    ",nil,nil,"
            10 Anson Rd", 079903,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
