Name,Phone,Ratings,Reviews,Address Line 1,Postal Code,Img Src
Backyard@Dempsey,"
        +65 6479 0388
    ",4.0 star rating,"
            1 review
    ","
            130E Minden Road", 248819,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Advance Tooling Systems,"
",3.0 star rating,"
            1 review
    ","
            258 Pasir Ris Street 21", 510258,//s3-media2.fl.yelpassets.com/bphoto/zJYk_tiAsoG2Er1Bz-rHsg/90s.jpg
Digilight,"
",3.0 star rating,"
            1 review
    ","
            Roxy Square #01-55/56, 50 East Coast Road", 428769,//s3-media3.fl.yelpassets.com/bphoto/XdbkSpjULKgdSyoP-3RfWw/90s.jpg
Eight Treasures Vegetarian,"
        +65 6534 7727
    ",4.5 star rating,"
            7 reviews
    ","
            282a South Bridge Rd", 058831,//s3-media3.fl.yelpassets.com/bphoto/xEoWf0uau8c9RDk99GOjzQ/90s.jpg
Da Vinci,"
        +65 6468 6333
    ",2.0 star rating,"
            1 review
    ","
            191 Upper Bukit Timah Rd", 588180,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
The Brownie Factory,"
",3.0 star rating,"
            3 reviews
    ","
            1 Raffles Place", 048616,//s3-media2.fl.yelpassets.com/bphoto/jbi19xUhmi1W0_wliiT8jQ/90s.jpg
NTUC Fairprice Co-operative,"
        +65 6273 4325
    ",4.0 star rating,"
            1 review
    ","
            166 Bt Merah Central", 150166,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Shermay’s Cooking School,"
",3.0 star rating,"
            2 reviews
    ","
            64 Jln Merah Saga", 278126,//s3-media2.fl.yelpassets.com/bphoto/oboem43bRB7FCAMPrvA7sQ/90s.jpg
Hotel Michael,"
",2.0 star rating,"
            1 review
    ","
            39 Artillery Ave, Sentosa", 099958,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Jia Jia Household Centre,"
",2.0 star rating,"
            1 review
    ","
            57 Dawson Road", 142057,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
