Name,Phone,Ratings,Reviews,Address Line 1,Postal Code,Img Src
Kinsa Sushi,"
",3.5 star rating,"
            2 reviews
    ","
            61 Ang Mo Kio Ave 8", 569814,//s3-media4.fl.yelpassets.com/bphoto/huZXZTcEdxuQitRjc-vnrA/90s.jpg
Originals,"
        +65 6471 9918
    ",5.0 star rating,"
            1 review
    ","
            896 Dunearn Rd", 589472,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Mount Pleasant Animal Medical Centre,"
        +65 6271 1132
    ",5.0 star rating,"
            1 review
    ","
            113 Bukit Merah View", 150113,//s3-media1.fl.yelpassets.com/bphoto/KkhEUW_fcutvgG7c56lEmA/90s.jpg
Commune,"
        +65 6338 3823
    ",4.5 star rating,"
            4 reviews
    ","
            9 Raffles Boulevard", 039596,//s3-media4.fl.yelpassets.com/bphoto/TUHBpIzSyxtdlTY4SuumYA/90s.jpg
Teong Theng Co,"
",4.0 star rating,"
            1 review
    ","
            369 Joo Chiat Rd", 427614,//s3-media4.fl.yelpassets.com/bphoto/-M-2O4ozfltFrwnXaGqmhQ/90s.jpg
Seed Institute,"
        +65 6332 0668
    ",4.0 star rating,"
            1 review
    ","
            73 Bras Brasah Rd", 189556,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Joo Chiat Road,"
",5.0 star rating,"
            2 reviews
    ","
            Joo Chiat Road",,//s3-media4.fl.yelpassets.com/bphoto/_zbm3qHCcuaGdtwqLHY6bw/90s.jpg
Lim’s Arts & Living,"
        +65 6467 1300
    ",4.0 star rating,"
            3 reviews
    ","
            211 Holland Avenue", 278967,//s3-media1.fl.yelpassets.com/bphoto/-G7CxgimRwdnu_gZ6KCoeA/90s.jpg
Shoebox Canteen,"
        +65 9296 4836
    ",3.5 star rating,"
            3 reviews
    ","
            36 North Canal Road", 059292,//s3-media3.fl.yelpassets.com/bphoto/bBdcVp5FbuYxbr0atrZ_Wg/90s.jpg
Mono Yono,"
        +65 6534 8982
    ",3.5 star rating,"
            2 reviews
    ","
            1 HarbourFront Walk", 098585,//s3-media1.fl.yelpassets.com/bphoto/GqO9hAjfy8yfx_BgEgMqlA/90s.jpg
