Name,Phone,Ratings,Reviews,Address Line 1,Postal Code,Img Src
Ferro Aluminium,"
        +65 6863 0770
    ",nil,nil,"
            7 Joo Koon Cres", 629024,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Pinnacle at Duxton,"
",4.5 star rating,"
            4 reviews
    ","
            Blk 1G Cantonment Road, Level 1", 080001,//s3-media2.fl.yelpassets.com/bphoto/yQQioxKWySM-x4R1DOVenw/90s.jpg
Jimmy Textiles,"
",5.0 star rating,"
            1 review
    ","
            1 Joo Chiat Road, Joo Chiat Complex #01-1085/1095", 420001,//s3-media1.fl.yelpassets.com/bphoto/qOzhGDUBlIOMUtaDIbgm5A/90s.jpg
Windows On Club Street,"
        +65 6323 7561
    ",nil,nil,"
            3, 7, 9 Club St", 069401,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Window Image & Interior Furnishing,"
        +65 6339 4666
    ",nil,nil,"
            03-330 Marina Sq", 039594,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Sun-Screen Window Film,"
        +65 6742 9369
    ",nil,nil,"
            200 Jln Sultan", 199018,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Mc Window Tinting,"
        +65 6746 6096
    ",nil,nil,"
            Eunos",,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Perfect Window Films,"
        +65 6749 0106
    ",nil,nil,"
            Eunos", 417842,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Window Image & Interior Furnishing,"
        +65 6788 0306
    ",nil,nil,"
            5 Kaki Bukit Rd 1", 415936,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Window Image & Interior Furnishing,"
        +65 6741 1630
    ",nil,nil,"
            96B Jln Senang", 418482,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
