Name,Phone,Ratings,Reviews,Address Line 1,Postal Code,Img Src
Intelligent Window Systems,"
        +65 6562 6135
    ",nil,nil,"
            7 Toh Guan Rd East", 608599,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Carpenter and Cook,"
        +65 6463 3648
    ",4.0 star rating,"
            23 reviews
    ","
            19 Lorong Kilat", 598120,//s3-media3.fl.yelpassets.com/bphoto/DvpYpExFUFB7GBCQQ1zn0Q/90s.jpg
Home-Fix The D.I.Y. Store,"
",4.0 star rating,"
            1 review
    ","
            21 Choa Chu Kang Ave 4", 689812,//s3-media2.fl.yelpassets.com/bphoto/T0Be1GF6BVamVqNtMnJZEg/90s.jpg
StorHub Self Storage Pte Ltd.,"
        +65 6353 9366
    ",4.0 star rating,"
            2 reviews
    ","
            743 Lorong 5 Toa Payoh Hersing Hub", 319457,//s3-media1.fl.yelpassets.com/bphoto/HfKT-XMe-9a69vdHtieD3w/90s.jpg
Emetech Engineering,"
        +65 6274 7889
    ",4.0 star rating,"
            1 review
    ","
            2021 Bukit Batok St 23", 659526,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Artsyfact,"
        +65 6222 1322
    ",4.0 star rating,"
            1 review
    ","
            Blk 2 Everton Park", 081002,//s3-media1.fl.yelpassets.com/bphoto/9JkDe_4NXz921SEeBzHpNg/90s.jpg
Showplace,"
        +65 6471 8161
    ",3.0 star rating,"
            1 review
    ","
            370 Alexandra Road #B1-33", 159953,//s3-media1.fl.yelpassets.com/bphoto/majPdNP3B4NtGpWhALbOtw/90s.jpg
3 Cubes,"
",3.0 star rating,"
            1 review
    ","
            Siglap Center", 455871,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Pique Nique,"
",3.5 star rating,"
            13 reviews
    ","
            Takashimaya 391A Orchard Road", 238873,//s3-media1.fl.yelpassets.com/bphoto/4Z98ORfTmIP5vm0176MSmA/90s.jpg
ToTT,"
        +65 6219 7077
    ",4.0 star rating,"
            5 reviews
    ","
            896 Dunearn Road", 589472,//s3-media1.fl.yelpassets.com/bphoto/Skqk6xprdGKtcG3OppCYig/90s.jpg
