Name,Phone,Ratings,Reviews,Address Line 1,Postal Code,Img Src
HomesToLife,"
        +65 6443 0658
    ",4.0 star rating,"
            1 review
    ","
            112 East Coast Road", 428802,//s3-media1.fl.yelpassets.com/bphoto/mPn0JjW-dlMu8GM_xwMH-w/90s.jpg
Citycab,"
        +65 6553 3880
    ",4.0 star rating,"
            1 review
    ","
            03-00, 205 Braddell Rd, Bishan", 575733,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
TCC - The Connoisseur Concerto by the bay,"
        +65 6276 1223
    ",4.0 star rating,"
            2 reviews
    ","
            2 Keppel Bay Vista", 098382,//s3-media2.fl.yelpassets.com/bphoto/aB6xVvfYZR173pt_lCz7Hw/90s.jpg
Fabrik Etc,"
        +65 6469 8635
    ",5.0 star rating,"
            1 review
    ","
            1 Jln Anak Bukit", 588996,//s3-media2.fl.yelpassets.com/bphoto/hokdOQJBHDuVwUMegz5TCQ/90s.jpg
Billy Bombers - Jurong Point,"
        +65 6795 7690
    ",3.0 star rating,"
            4 reviews
    ","
            02-24 Jurong Pt Shopping Ctr", 648886,//s3-media1.fl.yelpassets.com/bphoto/mumqtlLY7yynokqgTaBCMw/90s.jpg
Mono Yono,"
        +65 6534 8982
    ",3.5 star rating,"
            2 reviews
    ","
            1 HarbourFront Walk", 098585,//s3-media1.fl.yelpassets.com/bphoto/GqO9hAjfy8yfx_BgEgMqlA/90s.jpg
Heritage Bathroom Gallery,"
        +65 6846 0148
    ",4.0 star rating,"
            1 review
    ","
            718 Geylang Road", 389630,//s3-media4.fl.yelpassets.com/bphoto/ABJCQ_qwwn9dinsWE0phVQ/90s.jpg
Liat Towers,"
        +65 6737 5227
    ",4.0 star rating,"
            1 review
    ","
            541 Orch Rd", 238881,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Atomi,"
",4.0 star rating,"
            1 review
    ","
            333a Orch Rd", 238897,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Caroma’s Delight,"
",4.0 star rating,"
            1 review
    ","
            50 Market Street", 048940,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
