Name,Phone,Ratings,Reviews,Address Line 1,Postal Code,Img Src
Whites D’zigno,"
        +65 6788 1110
    ",nil,nil,"
            10 Craig Rd", 089670,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Slab & Facade Specialities Contractor,"
        +65 6438 2623
    ",nil,nil,"
            101 Upper Cross St", 058357,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Ng Teow Yhee & Sons,"
        +65 6221 8811
    ",nil,nil,"
            136 Neil Rd", 088865,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Bemtec Engineering,"
        +65 6846 0981
    ",nil,nil,"
            1 North Bridge Rd", 179094,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Spot On Media,"
        +65 3150 5678
    ",nil,nil,"
            14 Robinson Rd", 048545,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Simson Sealants,"
        +65 6235 2818
    ",nil,nil,"
            277 Orch Rd",,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Technip Singapore,"
        +65 6532 5880
    ",nil,nil,"
            20 Raffles Pl", 048620,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Bachy Soletanche Singapore,"
        +65 6538 1715
    ",nil,nil,"
            1 Coleman St", 179803,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Kenron Contractor,"
        +65 6423 4558
    ",nil,nil,"
            16 Cantonment Close", 080016,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Rocksteel Alloy Industrial,"
        +65 6336 0488
    ",nil,nil,"
            111 North Brg Rd", 179098,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
