Name,Phone,Ratings,Reviews,Address Line 1,Postal Code,Img Src
Power Auto Gate Systems,"
        +65 6448 7831
    ",nil,nil,"
            3012 Bedok Industrial Park E", 489978,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Gate Motors & Auto Parts,"
        +65 6368 2683
    ",nil,nil,"
            138 Woodlands Industrial Park E5", 757856,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
TWG Tea Salon & Boutique,"
        +65 6735 1837
    ",4.0 star rating,"
            18 reviews
    ","
            ION Orchard, 2 Orchard Turn", 238801,//s3-media3.fl.yelpassets.com/bphoto/LW_WyhIej4olQkxekCqsCg/90s.jpg
Swensen’s,"
",4.0 star rating,"
            1 review
    ","
            2 Jurong East Street 21", 609601,//s3-media3.fl.yelpassets.com/bphoto/bkWUNs1r-RlaveKbChNtOQ/90s.jpg
Newton MRT,"
",4.0 star rating,"
            2 reviews
    ","
            49 Scotts Rd", 228234,//s3-media3.fl.yelpassets.com/bphoto/syURIOfrTxVgKgy255zyUw/90s.jpg
The Plain,"
",3.5 star rating,"
            23 reviews
    ","
            50 Craig Rd", 089688,//s3-media2.fl.yelpassets.com/bphoto/2BfrvgMx3odq9yu6EI_Lww/90s.jpg
Villa Verde,"
",4.0 star rating,"
            1 review
    ","
            1 Verde Avenue", 688269,//s3-media4.fl.yelpassets.com/bphoto/2sDTvutt5wgdsIbHliPDPA/90s.jpg
IKYU,"
        +65 9663 2003
    ",4.0 star rating,"
            12 reviews
    ","
            5 Yong Siak Street", 168643,//s3-media3.fl.yelpassets.com/bphoto/XlhqjRC4zDLKwvvFMJmYXg/90s.jpg
Seng Aik Trading,"
",3.0 star rating,"
            1 review
    ","
            258 Pasir Ris Street 21", 510258,//s3-media4.fl.yelpassets.com/bphoto/TgVyJm6_YoXIqqfYR2VMKA/90s.jpg
&Made by Bruno Menard,"
        +65 6732 9808
    ",3.0 star rating,"
            30 reviews
    ","
            9 Scotts Road", 228210,//s3-media1.fl.yelpassets.com/bphoto/GQ1Q73xSvxcyu5lT-7x7ow/90s.jpg
