Name,Phone,Ratings,Reviews,Address Line 1,Postal Code,Img Src
Gate Gourmet Singapore,"
        +65 6496 0138
    ",nil,nil,"
            460 Alexandra Rd", 119963,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Chye Seng Huat Hardware,"
        +65 6396 0609
    ",3.5 star rating,"
            39 reviews
    ","
            150 Tyrwhitt Road", 207563,//s3-media2.fl.yelpassets.com/bphoto/dOSVA_eUsARURutZ7mymbw/90s.jpg
Dragon Gate,"
        +65 6278 0288
    ",nil,nil,"
            94 Elizabeth St", 099253,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Killiney Kopitiam Newton,"
        +65 6238 1407
    ",3.0 star rating,"
            2 reviews
    ","
            8 Anthony Road", 229957,//s3-media2.fl.yelpassets.com/bphoto/Wu182VZBs1eEwToPQnEnWw/90s.jpg
Food For Thought,"
",3.5 star rating,"
            24 reviews
    ","
            1 Cluny Rd", 259569,//s3-media4.fl.yelpassets.com/bphoto/3psY9BJtHcW8A_poDDksqg/90s.jpg
Aero-gate,"
        +65 6332 1570
    ",nil,nil,"
            111 North Bridge Rd", 179098,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Dragon Gate Geomancy & Fortune Telling Centre,"
        +65 6223 0997
    ",nil,nil,"
            100 Eu Tong Sen St", 059812,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Opt Gate,"
",nil,nil,"
            8-27-20 Takasago Katsushika",,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Nine Gate Trading Co.,"
        +65 6841 2960
    ",nil,nil,"
            8 Kaki Bukit Rd 2", 417841,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Gate 28,"
        +65 6842 2971
    ",nil,nil,"
            29 Kaki Bukit Ind Ter", 416109,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
