Name,Phone,Ratings,Reviews,Address Line 1,Postal Code,Img Src
Eastern Carpets,"
        +65 6333 6549
    ",nil,nil,"
            252 North Bridge Rd", 179103,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Uid Design Furnishing,"
        +65 6296 9579
    ",nil,nil,"
            2 Kallang Ave", 339407,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Hassan’s Carpets,"
        +65 6737 5626
    ",nil,nil,"
            19 Tanglin Rd", 247909,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Singapore Curtain & Carpet,"
        +65 6286 1848
    ",nil,nil,"
            225 Lavender St", 338776,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
N G Carpet Servicing Co.,"
        +65 6743 6236
    ",nil,nil,"
            701 Sims Dr", 387383,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Kawashi International Singapore,"
        +65 6336 6307
    ",nil,nil,"
            627A Aljunied Rd", 389842,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Ling Carpets,"
        +65 6346 3800
    ",nil,nil,"
            38 Changi Rd", 419701,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
A Shah’s Carpets,"
        +65 6732 5519
    ",nil,nil,"
            25 Lorong Liput", 277735,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Razi Exim,"
        +65 6334 4333
    ",nil,nil,"
            67 Watten Dr", 287699,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Weng Bee Trading,"
        +65 6744 0309
    ",nil,nil,"
            3 Kaki Bukit Rd 2", 417837,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
