Name,Phone,Ratings,Reviews,Address Line 1,Postal Code,Img Src
Tc Carpets & Rugs,"
        +65 6225 0509
    ",nil,nil,"
            20b Smith St", 058934,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Tc Carpets & Rugs,"
        +65 6225 0509
    ",nil,nil,"
            7 Keppel Rd", 089053,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Hedger’s Carpet Gallery,"
        +65 6462 0028
    ",5.0 star rating,"
            1 review
    ","
            15 Dempsey Rd", 249675,//s3-media4.fl.yelpassets.com/bphoto/0TgOpd88fFIpuBFwPHSNpg/90s.jpg
SG Curtains and Blinds,"
        +65 6305 9998
    ",nil,nil,"
            5 Temasek Boulevard", 038985,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Qureshi’s Carpets,"
        +65 6235 1523
    ",nil,nil,"
            176 Orchard Road", 238843,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Carpet Image,"
        +65 6268 3118
    ",nil,nil,"
            3 Shenton Way", 068805,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Leila Gallery,"
        +65 6735 5992
    ",nil,nil,"
            50 Robinson Rd", 068882,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Elite Furnishing Co.,"
        +65 6221 4432
    ",nil,nil,"
            3 Everton Park", 080003,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Bhuwania Trading,"
        +65 6338 4095
    ",nil,nil,"
            1 North Bridge Rd", 179094,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Tai Ping Carpets S,"
        +65 6235 2477
    ",nil,nil,"
            19 Keppel Rd", 089058,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
