Name,Phone,Ratings,Reviews,Address Line 1,Postal Code,Img Src
Artsyfact,"
        +65 6222 1322
    ",4.0 star rating,"
            1 review
    ","
            Blk 2 Everton Park", 081002,//s3-media1.fl.yelpassets.com/bphoto/9JkDe_4NXz921SEeBzHpNg/90s.jpg
Window Image & Interior Design,"
        +65 9789 4998
    ",4.0 star rating,"
            1 review
    ","
            1 Woodlands Square, #04-24 Causeway Point", 738099,//s3-media4.fl.yelpassets.com/bphoto/HlZCd0-PWUq3RW8KvNF5cw/90s.jpg
Pink Rose Furniture & Homewares,"
        +65 6893 9981
    ",4.0 star rating,"
            1 review
    ","
            1 Woodlands Square, #04-25 Causeway Point", 738099,//s3-media2.fl.yelpassets.com/bphoto/-zFqnUKI9UkwAoNO7Fus-A/90s.jpg
Laura Ashley,"
        +65 6834 0515
    ",nil,nil,"
            Orchard Rd",,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Soon Seng Heng Furniture Co.,"
        +65 9182 8292
    ",4.0 star rating,"
            1 review
    ","
            Blk 117 Bedok Reservoir Road", 470117,//s3-media2.fl.yelpassets.com/bphoto/vO6rSNqTMy4s9QA9rzoO2Q/90s.jpg
Herman Furniture,"
        +65 9694 0740
    ",nil,nil,"
            18 Boon Lay Way", 609966,//s3-media2.fl.yelpassets.com/bphoto/sl8TOJqZ1uj72WY6ApzMfA/90s.jpg
U-Court Wood Products,"
        +65 6362 3836
    ",nil,nil,"
            56 Sungei Kadut Street 1", 729359,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Eastern Discoveries Antiques,"
        +65 6475 1814
    ",nil,nil,"
            5 Shenton Way", 068808,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
The Cottage Crafts,"
        +65 6336 7588
    ",nil,nil,"
            37 Ann Siang Rd", 069715,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Archaic Service Centre,"
        +65 6337 6727
    ",nil,nil,"
            3 Coleman St", 179804,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
