Name,Phone,Ratings,Reviews,Address Line 1,Postal Code,Img Src
Abitex Sofas,"
        +65 6338 7789
    ",nil,nil,"
            290, Orch Rd", 238859,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Goilda Technology Links,"
        +65 6271 9067
    ",nil,nil,"
            809 French Rd", 200809,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
South East Wood Product,"
        +65 6737 6204
    ",nil,nil,"
            6001 Beach Rd", 199589,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Ban Tai Heng,"
        +65 6296 4421
    ",nil,nil,"
            Kallang",,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Td Fabrics,"
        +65 6295 5115
    ",nil,nil,"
            21 Orch Blvd", 248645,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Biggie Best,"
        +65 6235 5020
    ",nil,nil,"
            Tanglin", 247909,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Singapore Curtain & Carpet,"
        +65 6286 1848
    ",nil,nil,"
            225 Lavender St", 338776,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Ming Choong Upholstery,"
        +65 6447 2803
    ",nil,nil,"
            1 Lorong 11 Geylang", 388693,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Unique Interior Service,"
        +65 6254 8821
    ",nil,nil,"
            1 Thomson Rd", 300001,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Ka,"
        +65 6338 2488
    ",nil,nil,"
            1 Lock Rd", 108932,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
