Name,Phone,Ratings,Reviews,Address Line 1,Postal Code,Img Src
Johnson Decoration Contractor,"
        +65 6292 9522
    ",nil,nil,"
            350d King George's Ave", 208579,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Sin Hup Seng Bamboo Chicks & Blinds,"
        +65 6271 2233
    ",nil,nil,"
            Blk 16, Kallang Place", 339156,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Ez-Decor,"
        +65 6397 6497
    ",nil,nil,"
            10 Sinaran Dr", 307506,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
His Decorators,"
        +65 6283 1141
    ",nil,nil,"
            12 Tannery Rd", 347722,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Cathay Decoration & Construction,"
        +65 6747 2510
    ",nil,nil,"
            1073 Eunos Ave 5", 409752,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Rising Decoration Service,"
        +65 6746 3368
    ",nil,nil,"
            3027 Ubi Ave 1", 408720,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
A-Fendi Home & Decor,"
        +65 6844 5545
    ",nil,nil,"
            423 Changi Rd", 419866,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Interics Decor,"
        +65 6734 5700
    ",nil,nil,"
            3 Third Ave", 266574,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Y S Interior Decoration,"
        +65 6369 3580
    ",nil,nil,"
            59 Sungei Kadut Cres",,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
New Plan Interior & Decoration,"
        +65 6466 0433
    ",nil,nil,"
            22 Woodlands Link", 738734,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
