Name,Phone,Ratings,Reviews,Address Line 1,Postal Code,Img Src
Kau Siang Interior Decoration Furniture,"
        +65 6345 0667
    ",nil,nil,"
            703 Bedok Reservoir Rd", 470703,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
A & D Interior Decoration,"
        +65 6285 5062
    ",nil,nil,"
            1005 Upper Serangoon Rd", 534743,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
A & D Interior Decoration Contractor,"
        +65 6448 4344
    ",nil,nil,"
            527 Bedok North Ave 3", 460527,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
May Interior Decor,"
        +65 6484 9743
    ",nil,nil,"
            548 Serangoon North Ave 3", 550548,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Watten Interior Decor,"
        +65 6891 1952
    ",nil,nil,"
            Hougang",,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Ankoh Interior Decorator,"
        +65 6260 2766
    ",nil,nil,"
            9008 Tampines St 93", 528843,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Beauty Furnishings,"
        +65 6294 4992
    ",nil,nil,"
            100 Jln Sultan", 199001,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Art Decor Design Studio,"
        +65 6747 6522
    ",nil,nil,"
            3018 Bedok North St 5", 486132,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Kwong Seng Furniture & Decoration,"
        +65 6293 3326
    ",nil,nil,"
            5001 Bch Rd", 199588,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Unix Design & Contracts,"
        +65 6785 7678
    ",nil,nil,"
            3018 Bedok North St 5", 486132,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
