Name,Phone,Ratings,Reviews,Address Line 1,Postal Code,Img Src
Bougenvilla Design,"
        +65 8717 7652
    ",nil,nil,nil,nil,//s3-media1.fl.yelpassets.com/bphoto/XbLMrp0JFJ38oaDOa4uTTA/90s.jpg
Sea Horse,"
        +65 6265 7978
    ",4.0 star rating,"
            1 review
    ","
            21 Choa Chu Kang Avenue 4", 689812,//s3-media2.fl.yelpassets.com/bphoto/JAm-gke48NEbTN-vhzG7tg/90s.jpg
Jia Studios LLP,"
        +65 6604 9012
    ",nil,nil,"
            81 Ubi Avenue 4", 408830,//s3-media1.fl.yelpassets.com/bphoto/Z4uAB1UQ2heKKlNVy5AGsA/90s.jpg
Boss Decor,"
        +65 8152 6936
    ",nil,nil,"
            10 Anson Road", 079903,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
INDesign Marketing Services,"
        +65 9733 5129
    ",nil,nil,"
            No. 14 Robinson Road", 048545,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
OO Grille Window Grilles,"
",nil,nil,"
            Blk 3007 Ubi Road 3", 408700,//s3-media1.fl.yelpassets.com/bphoto/NUD6r5eNFfR3HLQEYlCgRQ/90s.jpg
Mark Kratous,"
        0813 33362
    ",nil,nil,"
            West Coast Plaza",,//s3-media4.fl.yelpassets.com/bphoto/QMeSbLMJlzf7K31_2RHkWA/90s.jpg
Idd Interior Design & Decoration,"
        +65 6748 2978
    ",nil,nil,"
            118 Aljunied Ave 2", 380118,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Hillman Interior Decoration,"
",nil,nil,"
            7500d Beach Rd", 199594,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Teng Yong Interior Design & Decoration,"
        +65 6565 9577
    ",nil,nil,"
            2021 Bukit Batok St 23", 659526,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
