Name,Phone,Ratings,Reviews,Address Line 1,Postal Code,Img Src
Pin Decor,"
        +65 6445 5650
    ",nil,nil,"
            3018 Bedok North St 5", 486132,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Artiste Interior Decoration,"
        +65 6369 1080
    ",nil,nil,"
            6 Sungei Kadut Loop", 729453,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Hi Yang Renovation & Interior Decor,"
        +65 6269 8156
    ",nil,nil,"
            14 Kranji Way", 739427,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Ingenious Design & Furnishing,"
        +65 6366 8027
    ",nil,nil,"
            27 Woodlands ind park E1", 757718,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Ample Decoration,"
        +65 6584 6411
    ",nil,nil,"
            146 Pasir Ris St 11", 510146,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
In-Craft Decor,"
        +65 6368 3078
    ",nil,nil,"
            20 Sungei Kadut St 4", 729047,//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/5f69f303f17c/assets/img/default_avatars/business_medium_square.png
Home of Homes Furniture,"
        +65 6334 8851
    ",5.0 star rating,"
            1 review
    ","
            9 Penang Road", 238459,//s3-media1.fl.yelpassets.com/bphoto/S821G8jeUhhrfSgMZhkUIA/90s.jpg
Ethnicraft,"
        +65 9272 1545
    ",5.0 star rating,"
            1 review
    ","
            72 Eunos Avenue 7", 409570,//s3-media4.fl.yelpassets.com/bphoto/cfpJWnpAsiFCS4UK1xkbwA/90s.jpg
Marina Bay Sands,"
        +65 6688 8866
    ",4.0 star rating,"
            76 reviews
    ","
            10 Bayfront Ave", 018956,//s3-media2.fl.yelpassets.com/bphoto/FolPek9yqsWhpizVr9pf6g/90s.jpg
The GoDown,"
        +65 6333 8966
    ",nil,nil,"
            44 Zion Rd", 247776,//s3-media3.fl.yelpassets.com/bphoto/88O6WxvIGumqFAZrSUrXgQ/90s.jpg
